mineral_id,type,note
9f739f77-ce3e-4605-985c-9b1608900e8c,2,For the yttrium in the composition.
d55cd6de-dff1-4d73-9c44-955d17ebacf8,2,Suffix was added due to Ce content
926b200f-5d10-4427-9f3a-4c016c40e845,16,A dense variety of illite with reddish banding
d3e7ad3e-89ad-452c-a237-7dc39896a32d,2,Suffix was added due to Ce content
8dc3eebc-a9f5-46eb-9997-d0985b745816,2,"For the occurrence in the Ilmen Mountains, Russia, and relation to rutile."
13647c0e-2d9a-4035-977b-73b7972a001b,19,No name given in the IMA Newsletter
634be724-31b3-40bf-8c4f-e5531539f0a1,14,"When pink topaz was first discovered in Russia, ownership was restricted to the Czar and his family and those to who he gave it as a gift. This is why fine colored topaz is known as imperial topaz."
a89a4ebb-4c7e-4931-b98c-77beca1feff9,6,"For the Incas, first recorded miners of the Ag-Sn ores in the  Poopó-Oruro district, Bolivia."
6af43d3b-0185-4384-a8e9-cc4e1027b98d,2,As a member of Sartorite homologous series.
a7719bb7-6a74-462a-9202-dac199d6fdb8,16,Due to similarity to jade
fd6d0e8e-6ce1-4795-a4ce-a5eeca4a1a17,3,The meaning of Indicolite is a variation of the name Indigolite because of the crystal’s deep indigo color.
7cef77d4-5112-4183-acb6-e246bc4d03e2,2,For the indium in its composition.
32924e6b-4806-4fc1-bc39-fb507c9adab3,2,From its indigo blue emission spectrum.
a0fbd40b-305e-48be-ad05-226728bd8a03,18,Named in allusion to its intermediate position between the layered and banded silicates.
a4deead2-7f90-4bf3-abe1-faf3251e85e0,2,"From IODine and the Greek for silver, ARGYRos, in the composition."
3cca052e-d280-4ac3-ac77-35e5f7b989ca,2,Artificial Iodine analogue of Carnallite
fb9681ed-6108-4ac8-862e-ae947e9b00c8,2,An iodine-bearing variety of bromargyrite.
f644edbc-98c0-4bd3-8ce2-fb7c286e9996,2,"A silver halide containing substantial amounts of Cl, Br and I"
c6d7b46f-a77e-40fe-b2e0-b85df0abd142,2,In allusion to its chemical composition
ee0633f0-247f-4c83-9eef-b6b49466fb2c,2,For IRidium and ARSenic in the composition.
74607908-db76-4328-90d4-b269d07657e8,2,For the IRIDium and ARSENic in the composition.
e18212e4-9dd4-4f63-a71d-ad15c74bdc77,2,An iridian-bearing variety of Awaruite.
2abe534a-63bf-4ce5-aa0d-59385ae2412d,2,An iridium-rich variety of gold.
472c546b-c066-4f22-8f8c-0f03b6af2f24,2,Isoferroplatinum with Ir content 8 wt.% and more
6db7f7ec-87da-4e43-b9da-874c944de154,2,Tulameenite with Ir content up to 20 wt.%.
a2e7aac0-a3f4-44c0-857d-3d157b44787f,2,Due to chemical composition with essential Ir
a47df9cc-1b03-4d15-9c9e-6d09db012e9f,2,"For the composition, intermediate between iridium and osmium."
99a669e9-8b67-463f-8ded-b565bba068a9,2,A variety of ruthenium rich in rhodium and iridium.
213f3b83-ed98-4d6c-845d-736c08fc1712,14,"A euphonious construction, devoid of connotation."
e1abde06-ae28-4c2f-aead-79ecd5a6a1a1,12,An iridescent variety of agate - when sliced into a thin section it exhibits all the colours of the spectrum when viewed in transmitted light.
dfcf88a6-6fd6-4ae0-a1ce-22abe33a9d3c,12,Quartz crystals displaying internal spectral colours under minor rhombohedral faces
6e7d72e5-9ac2-4e9e-a47f-dae6d2a27337,2,In allusion of its chemical composition
f149e9d3-ba0e-4074-acdb-d8f85d8d54b6,3,"A term used to describe rounded aggregates of tabular crystals. In these formations, the arrangement of the crystals somewhat reminds of the leaves in a rose blossom, hence the name."
c89ee142-9f85-4e65-b675-1336d1a35d2c,2,A ferroan variety of spinel.
a6fc9ae6-df89-421c-8261-b9d8d48ab9a1,18,For the cubic structure and relation to cubanite.
6169c005-79ac-48a8-8813-96e8aa3d0104,2,"For the cubic (ISOmetric) structure, and iron (FERRum) and PLATINUM in its composition."
91889239-a58e-4c56-9b54-202f797bb36d,18,"The name reflects its isometric habit, optical isotropism and compositional similarity to its monoclinic polymorph, lueshite."
7c6e92b4-891e-4ae4-a7fc-8559165ebdf1,18,For its structural and compositional relation to mertieite-I.
a7f1de35-e780-4c8f-b904-de6eb97adafb,6,"Named for the Itelmen People and language, from the Kamchatkan region of discovery"
114fd3aa-e743-498a-8b0d-ee7a0fa38951,2,For its relation to Ivanyukite and Cu content
698db883-cd18-4d2d-83c2-e5659ec73c2f,2,For its relation to Ivanyukite and K content
e4a0b04d-04e8-4ca4-b3b3-cfd201a121f5,2,For its relation to Ivanyukite and Na content
3890273b-1fa5-43c5-b251-5d4311f72565,2,A polytype of Ivanyukite-Na. Formed by partial hydration of ivanyukite-Na-T.
8d10df4f-76c2-42e1-b151-6f63a6c89df4,2,A polytype of Ivanyukite-Na
f6a06f63-dc47-4240-969e-00856044cc26,11,"For Ixion, of Greek mythology, who was related to Tantalus, in allusion to the mineral's relation to tantalite."
5a098ce6-80a3-471a-b5af-1e1586257a5f,18,"A polymorph of Jacobsite, termed jacobsite-Q, earlier named iwakiite."
e9fc0cce-74dd-4ad2-966f-5a36ea4c709d,13,"After vein-type gold mineralization rich in specular hematite, known as 'jacutinga' in Minas Gerais, Brazil."
1b470441-73c7-49ed-b33d-13444497970d,4,"A gem/ornamental stone name which is used for a variety of jadeitite with good colour, texture and, ideally, translucency."
452fe6a8-41f3-46f7-b9af-31694b36a5c6,2,For a jahnsite group mineral with dominant Ca in the X site and Fe2+ and Mg in the M1 and M2 sites.
d6928635-7ce3-4b59-a6fc-386ce61b5346,2,For a jahnsite group mineral with dominant Ca in the X site and Fe2+ and Mg in the M1 and M2 sites.
8a0a50eb-e419-4e25-be2b-8c614232ecca,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
d5e433f2-cb3d-4e5c-bdfe-bfa5abc5e8d8,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
79421da1-ed9c-43da-aef0-bf968077f615,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
af32c7f0-95f7-40a5-b233-63f922595302,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
2335f3b8-7de9-407e-aa16-ab7e0b7fddf8,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
56a92ee3-f697-404c-9668-c3b691c87abe,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
1835e0b0-62dd-4012-8b92-09641401447e,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
1338a6b3-58b0-49de-b472-b2e0e08c78af,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
1c885dfc-c72f-4695-a3a1-5b3eaa801501,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
52408494-d670-4ea6-b9e7-177e0b42684e,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
623258ed-edeb-4cf3-9b53-ba61e7523212,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
52857178-073c-4bed-952f-e41e42844893,2,"For a jahnsite group mineral the suffix indicates sequentially the dominant atom in the X, M(1), and M(2) structural positions."
6bd43bcf-2201-4962-b056-3c26ddc10832,4,A brecciated Jasper cemented by opal.
debbc0d4-cd95-4f0a-b4e6-f267f4ef5c49,16,An onyx-like variety of Jasper
eae598a9-d67d-476b-8c4b-468ecb16f55c,16,A transparent opal with a gelatinous appearance and a bluish sheen.
df1851e5-20c8-4423-b7c8-e81a400b7a44,2,"The mineral is related to joaquinite, the suffix denotes the cerium content"
f0336092-6e32-44ab-9775-ff0e39141c02,18,A polytype of Johnbaumite
155afef7-90ad-45cf-9d55-49b1d84af643,2,"For its relationship to joséite, also an indefinite species."
7e789448-4ca4-4400-be6c-38e88b2ce6b6,2,"For its relationship to joséite, also an indefinite species."
8f99f3cb-d375-4e72-a83a-74ff0841b53e,2,"For its relationship to joséite, also an indefinite species."
c21a4423-091a-42ee-9942-0113eda3380f,2,For the composition and relation to Julgoldite
5486e00b-5ebd-42df-8791-82e94bc61eb8,2,For the composition and relation to Julgoldite
bd57582f-ac4c-4205-90e0-864b2ce8a269,2,For the composition and relation to Julgoldite
bedfcde7-a124-434b-aa63-fa7a4ecb25c0,14,Archaic name derivation not known
0c145dda-5f82-4eda-90a9-d82d124353d4,2,K-bearing members of feldspar group
c7b02119-c522-4d99-a661-dd434efcef04,2,Named for it's composition.
8dbee1cf-d7a0-435e-8102-1bcde1272d07,2,"For potassium, KALium, BORate, and SIlicon in the composition."
1faf7c60-3d3b-431c-9f6a-f82fe3b42132,2,"For potassium, KALIum, and BORate in the composition."
bff811ea-47b4-4158-8847-b9f15197aa17,2,"For potassium, kalium, in the composition."
5c54e61a-badc-4b15-9ef2-313842bd2c06,2,"For the chemical composition: KALIum (Potassium), FERrum (Iron), and SIlicium (Silicon)."
e480e56e-c05e-4a29-8587-1b9fc7d9c4b7,2,"For its potassium, kalium, content. Here applied to a partially characterized fibrous birefringent mineral, distinct from cubic potassium alum."
05245338-d328-4124-b120-9ef984216055,2,"As the potassium (kalium, in Latin) analog of natrochalcite."
0bf226eb-a24e-411c-b514-6c082aaa2845,2,"Originally for a member of the pyrochlore group with significant potassium, KALIum, although recent work shows only a minor amount of that element in natural material."
b617071f-2c6d-4c50-b8b6-b2908811a4d9,2,"For potassium, KALIum, and STRONTium in the composition."
142b33ff-5561-4ca8-a00b-990e1136c3e0,2,"For potassium, Kalium, ALuminum, and SILicate in the composition."
2daed8c5-126e-483e-a409-071dc51d4281,6,"For the Kalunga people, a community of descendants of African slaves living in Cavalcante and other towns near the locality that produced the first specimens."
d10e968e-6f06-4d88-b5a5-2edf87f02141,4,A rock cosisting of kaolinite and clay minerals
8354a126-0815-4ef6-9ef2-76c46445a1fd,2,For its high cerium content.
151fa66c-f06d-4bb6-b865-1062a22a1f79,2,"For the mineral's chemical composition, kalium titanyl arsenate."
5cd92679-c021-4cbc-97cb-5c663de80991,18,Recognizes the presence of the e-isomer of the Keggin anion in the mineral and also honors J.F. Keggin who first experimentally determined the structure of α-Keggin anions in 1934.
5a7f2def-da35-41c5-9561-2a20c6545938,2,For the relation to keiviite-(Yb) and the yttrium content.
1d1d1b9b-e546-4e16-8d1c-e5448925351a,2,As an Ag and Fe variety of Tetrahedrite with vacancies
367d4cf1-df0f-44af-94ac-4bb27277bee1,2,"Named according to the pyrochlore supergroup nomenclature (Atencio et al. 2010). Keno is Greek for empty, for the vacant ionic position, plumbo is derived from the Latin for lead, and the microlite part of the name is for the relationship to that mineral group."
79fb22cb-c96c-4b24-941c-f5ca8209e63f,18,Its relation to Plumbopyrochlore.
8103e941-ab8f-4aaa-9a21-59302c491c6a,2,Its relation to tobermorite. The prefix keno indicates the Ca-free nature of the structural cavities of this member of the tobermorite group.
bafbcb21-6a6d-4497-b6dd-0a47809af503,18,A polytype of Kenotobermorite
820d073c-c55b-4d46-a88c-f89c404e3d42,18,A polytype of Kenotobermorite
2f70b118-99a9-4566-af9e-e27fc4e486e2,14,A local trade name for Chalcedony
67966831-6f7b-4db4-853a-d78cdc2c68b6,18,A polytype of Khinite
6f05218e-ae8b-4b3c-a874-88490e6b6e69,18,A polytype of Khinite
9b28a2b1-c7ac-4a9e-aa4c-88f97eb359ae,18,A reniform (kidney-shaped) or botryoidal variety of hematite
ae52afb2-0480-4580-87c3-15bd7560f7a9,16,Sapphire resembling precious Topaz
65412858-bc08-435f-a475-57236bc37e18,18,A kintoreite with a doubled c axis.
ecc8284c-f4ae-4b34-a9e7-7729ebcf967c,2,"Named for its chemical composition (K, Na, Si, B, F)."
30c296be-60a9-437c-afaf-b740a17a8fbb,2,A cobalt-bearing siderite.
318cd1df-4b5e-45ce-af34-2e6452e1d64a,2,A cobaltian (and bismuthian) variety of tetrahedrite. Tennantite-Tetrahedrite Series commonly known as 'fahlore'.
9957c2f1-c538-42ec-bb55-63d131ad0e35,18,A collodial variety of Calcite
cfa4dc5d-1b39-4dd9-a8e8-19a5629676a9,18,A collodial variety of Magnesite
6ecf6d36-274d-4883-8028-84f9186b176f,18,A collodial variety of Siderite
d4760536-1beb-4e0b-8c1c-bc8be42c5194,16,Due to similarity to jade
4c1e5226-9377-4f26-bcef-6b671a9de61b,2,"In allusion to its composition with dominant lanthanum, and its relationship to Kozoite."
baadf0e0-3b0c-453e-b8c2-ae6f0b2de8f9,2,"In allusion to its composition with dominant Nd, and its relationship to Kozoite."
d00f0bbf-e1f3-408f-80e3-e1ad92faf7ee,2,"A suffix for the dominant rare earth element, Cesium."
521a4f44-2ce9-47ca-9df4-fea78dc9ef37,2,As the Ce-dominant analog of kukharenkoite.
a9ef81ba-eed1-4c7e-852f-381c75fd6e33,2,As the Lanthanum-dominant analog of kukharenkoite.
b42bef62-83f1-4125-8c18-ebaa7ef0cdf7,2,Yttrium in its composition.
42cb6134-e44a-437c-a09a-7eaf7288934a,2,For the cesium in the composition and similarity to kupletskite.
1457e7bf-9a80-453a-961f-b81708762ae4,2,Named for its relationship to kuzmenkovite group.
2b8eb250-88d2-4179-9d30-127668fa8451,2,Named for its relationship to kuzmenkovite group.
6b56a5fc-3bd1-4bce-ac0e-d25bd08ebf11,2,Name reflects the the presence of oxalate
6b56a5fc-3bd1-4bce-ac0e-d25bd08ebf11,3,Name reflects the mineral's blue colour
1ba05fbe-ad9f-427a-88e9-cdac1e20045c,2,Named as the Fe dominant member of the labuntsovite subgroup.
21b02e0d-7222-4e19-affc-57f7cd0540b2,2,Named as the Mg dominant member of the labuntsovite subgroup
3b6cfc4a-65ab-4af4-b7e6-e8bf351378d3,2,This is the original labuntsovite. It is now designated labuntsovite-Mn for the dominance of manganese among the divalent cations.
42833fbb-6f14-4ae5-ba18-55767f607936,18,Alludes to its very complex (labyrinthine) crystal structure.
8b69c250-c047-4f8e-bb29-617641d5ad28,18,Named for the polymorphic relation to lammerite.
c02c12b7-d5f9-4b70-a966-f3f776278b8c,16,A variety of chalcedony with inclusions giving the appearance of a landscape scene.
8bed799c-f59a-4b23-b079-8844df9856f0,2,"In allusion to the composition, containing lanthanide series elements"
9a1ff155-9ed7-4317-8080-5875b1f00db9,2,"For its relation to lanthanite, and preponderance of cerium over other rare-earth elements."
29bbd471-f432-4123-9519-dbb7c35396c4,2,For dominant lanthanum in its composition and relation to Lanthanite.
e073c0c6-e4dc-4ca4-886b-98dd6fc5bf64,2,For the preponderance of neodymium over other rare-earth elements and relation to Lanthanite.
d2bf1f03-27ca-474e-b8e1-5376af7b8777,16,Pale purple lavender-like variety of Amethyst
b08d32ad-1187-450c-9872-fb657ed568b9,3,"A lavender coloured dense, cryptocrystalline material consisting mainly of jadeite, which is used for carving and as an ornamental stone."
c22a2c9b-4777-4706-855d-fca470e09421,3,For its conspicuous lavender colour.
b31fece7-8766-4b2f-8e8b-9859ae7a1ec2,18,A polytype of Lavinskyite
a0b6f2d1-ec2a-4c72-bbb5-5fca665a0c2d,18,A polytype of Lavinskyite
064ff7a2-0349-441d-93d6-52d927ef0a31,3,A sky-blue variety of Apatite from Siberia.
43184ceb-83b1-475a-a1df-25546df46f50,3,"A blue feldspar found with Lapis Lazuli near Lake Baikal, Russia"
ffd0ef34-6cc8-438c-8236-081165ac3706,2,A glass containing up to 24% of lead(II) oxide (PbO).
4e48d01c-e820-435b-b232-9a3af54e48e0,2,"For the composition, by analogy to mercury-silver amalgam."
607fe678-2156-4475-9feb-15ce5bec4135,2,for the dominant rare earth element in its composition.
edfd631b-c3d6-4b92-b515-21d691879034,2,"Named in allusion to its composition with dominant barium, and its relationship to Lemmleinite"
4926f884-3e61-4004-8d26-2854f7e2b22a,2,"Named in allusion to its composition with dominant K, and its relationship to Lemmleinite"
f84d9256-a0b2-406e-ab39-ca20b2acf50c,3,A variety of opal with lemon colour
51bafe4a-34db-4b9f-ab95-c0cc8bb54009,6,For the Lenni Lenape Indians (original people in the Algonquin Indian language) who inhabited the Franklin area.
a96db96f-5c34-46f2-8379-fc152bff65a4,16,"Jasper with tan color rings, appearing similar to the spots of a leopard"
5bbc7e82-65e4-4bf2-909a-a9ea8d9c0080,2,suffix for its gadolinium content.
8e8cef1f-3ceb-4be3-934b-4029cf8f7bff,2,"For the dominant element in the D structural site, Zn."
1b3cf071-2082-46f8-8483-22ae28e81870,2,"the prefix PHOSPHate, in allusion to its colour and composition as a phosphate."
789a5e02-74e0-4430-879c-e0f581121802,2,The Mg analogue of rhönite.
4d410cbc-fb6b-4cdb-8acf-bf269a3be7fa,11,After Levant - large historical area within the eastern part of Mediterranean
447116df-79cd-48d9-ab06-34dd3bafa144,3,Precious Opal with long thin lightning-like flashes.
54eed6a1-f624-404f-8b44-efc3a5818884,2,For its relation to Lévyne and Ca-dominant element
b577b3bd-bcbb-4050-8ec8-2abfdb02decd,2,For its relation to Lévyne and Na-dominant element
e679d431-1593-4ee1-88ec-41f514bcbb15,2,Presumably for LIthium and BERyllium in the composition.
57d8662c-62c7-4b84-875f-020d538372ae,2,A Calcian Bronzite
ca63a393-1964-4119-afa0-d34cd41a45f7,2,A variety of Dravite
59fcee44-5862-4a23-a153-d6f1e7e1e58c,2,A variety of Malachite
75bd0490-3f44-4d9d-af1f-faf9dbc43902,2,A sedimentary rock composed dominantly of calcium (lime in oxide form)
a6e46b25-384f-4e13-956a-53385b9564e6,13,From its similarity to onyx and its limestone origins
a66f5583-9ce8-48f3-89a0-eb98325fc485,13,Recently formed varieties of limonite (bog ore) containing much water
d78d66f2-7a68-4fa2-8750-1aab38746c6e,2,"For LIthium, sodium (Natrium), TItanium, and SIlicon in the composition."
80f79cb5-cbb8-4aaf-9f15-957ffe1a2a7a,2,Due to chemical composition
80f79cb5-cbb8-4aaf-9f15-957ffe1a2a7a,16,Due to similarity to amethyst
04f9e5c3-52f1-4dbb-a791-f24e5520e5dd,2,Due to chemical composition
04f9e5c3-52f1-4dbb-a791-f24e5520e5dd,16,Due to similarity to emerald
a19e6c5a-7839-44c3-9575-4aa9a4535b62,2,A lithium-bearing and excess boron variety of olenite.
d9198115-d9c3-4be6-b9df-b31862b39ad2,2,A lithium-rich variety of magnesite.
d43f1c54-5e54-4a8a-b226-902b31a80226,2,A lithium-bearing variety of Muscovite.
b06b91ff-62bc-48bc-92d6-c4df43dcdaad,2,A Li-bearing saponite.
4e7e434c-2c0c-47cf-9a34-cdb8a599d192,2,A lithium-bearing wad.
7893024f-98b0-4e12-8c5f-aff3608f242e,2,As the lithium analogue of marsturite.
cb823b87-055a-45ab-94fc-abb5a4f7a758,2,For its lithium content
fe10405a-ccc7-407d-83af-e1fe6c4c9d04,2,For its content of LITHIum
f8a37c7d-a718-44a9-996c-178d4d3fbe13,2,For its content of lithium and phosphate.
cac6d8bd-2464-460d-9b3d-ced97a37516d,2,For LITHIum and TANTalum in its composition.
eb4685f9-114f-4e45-bb9e-da91f4aa4fea,2,For the dominant LITHium content and relation to wodginite.
2d79b841-73a9-487f-ba01-8aa9827eb5be,2,A lithium-bearing variety of Muscovite.
4795cd4c-fcba-4b5f-8a84-f0c176358833,2,"A name in common trade use for a pink/purple translucent to opaque variety of quartz, possibly containing inclusions of a lithium-rich mineral such as lepidolite - however it could equally be a misleading/incorrect name, and should be regarded a simply a coloured quartz until further investigation on this material is done."
131815ac-9843-4ebc-bfe3-127790cca48f,2,A clay mineral with a 1:1 regular interstratification of trioctahedral Li chlorite Cookeite and dioctahedral Smectite.
e5b1128c-c2a7-41b1-880c-a9f943d7481d,2,"From the transliteration of the Chinese name 硫金银矿 where 硫 (Liu) means sulphur, 金 (Jin) means gold, 银 (Yin) means silver and 矿 (Kuang) means mineral."
894b789e-9f0a-46b4-a290-437122eb710e,14,"“Llovisnando” or “Lluvisnando” is a local term meaning Floating Light, a rare and sought after type of Mexican opal, mined primarily in the Magdalena and Quertaro districts of central Mexico."
0a880848-bfca-446b-9639-951cf6380c9d,18,"Stable below 700°C with an ordered Si-Al arrangement, in contrast to 'high albite"
df9be46b-ecdb-4237-ba76-e2883f41fab7,18,A polytype of Luanshiweiite
c8df30b2-539a-4e5f-a4d4-096383a9e62f,2,a suffix of the chemical symbol of the dominant rare earth element.
7d4572db-a0a9-4ee6-8864-7a0938cdfe13,16,Due to the similarity to lynx's eye
7a17ad05-3212-40ca-9c44-2c27e8294dc9,16,Due to similarity to topaz
a71de75a-c026-4772-be87-3dde6489b2f6,2,For MAGnesium and BArium in its chemical composition.
0e0de78d-7fd9-44bc-96b8-5bcfde3e6726,2,As the magnesium analog of hagendorfite.
070f581c-1e10-4d90-8bec-69996d559dae,2,"From MAGnetite and HEMatite, in allusion to the mineral's magnetism and composition."
626eb380-cc9d-4a06-b08c-5f76033e3886,2,A magnesian variety of Annabergite.
32b71adb-c7c8-4dfa-b661-aaf80e3e6fd1,2,Mg-variety of Clinoferrosilite
940c9cdf-3c9b-444c-913a-1a4725b39c02,2,A magnesium-bearing variety of Goslarite.
066b1a66-05f2-4769-b605-b72486343c1f,2,A Mg-bearing grossular
8823d692-315e-4e30-9733-c23be4ad8d60,2,A variety of Ilmenite
f88501c9-66f6-4f19-a28d-bf114487ea90,2,"A magnesium-bearing variety of morenosite, containing Mg in substitution for Ni up to the 1:1 ratio with Mg"
dc41ec51-f2b7-4d6f-8007-4ced79eba2d7,2,A magnesium-bearing schorl
6e3e4f0a-41cd-440c-b58d-680610913ed1,2,As a katophorite group species with Mg and Al as the dominant elements in the C position
dc06c7af-ef19-47e7-ae5c-f759b9772121,2,For magnesium in its composition and similarity to arfvedsonite.
815295d8-67d8-403e-9fad-9e3c23f1257a,2,For magnesium in its composition and similarity to cummingtonite.
06eb31d2-b3b1-4392-b63b-00b638024cd4,2,"As Fe, F and Mg analogue of katophorite"
d1e75377-cc40-480f-a1d0-cf80dfa67ab3,2,For a calcium amphibole with dominant magnesium and ferric iron in the C site and fluorine dominant in the W site.
348d0c2f-52af-4ceb-9c7c-0ee1424d7190,2,For a calcium amphibole with dominant Mg in the C site and Fe dominant in the W site.
c6ca7b0a-ca83-4f9c-a354-783096d32d0b,2,The name magnesio-ferrikatophorite was redefined as ferri-katophorite.
316bba76-30e4-4212-ac04-302ddda12371,2,For Mg and F in its composition and similarity to arfvedsonite.
7bfda940-f015-4886-b89d-6350c68d1345,2,"Signifies an amphibole in the compositional range of magnesio-hastingsite with F > Cl, OH."
74812168-c525-4cf6-aa6e-e83c68c80562,2,For a calcium amphibole with dominant Mg in the C site and F dominant in the W site.
9577ba06-fe01-477b-a611-2ab27e04892f,2,Magnesio-fluoro-riebeckite is defined as a member of the riebeckite group with Mg>Fe2+ in the C2+ position and F in the W position.
61d2f9d8-30b3-4065-9e88-ea5cc8f6de8e,2,As the magnesium analog of foitite.
c5391e17-fe45-4667-9c48-16767281b4ef,2,For magnesium in its composition and relation to hastingsite.
f5f62700-f1c7-44eb-bea3-a98cd5efe078,2,For magnesium in its composition and relation to hornblende.
d8b26134-70c9-474b-b0a8-9459ef3db396,2,For magnesium in its composition and its relation to katophorite.
820a9180-4322-4e2d-b671-5f01cebd4be2,2,The Mg analogue of lucchesiite.
c5f7c10f-6adb-46a8-94b5-e75a170d541d,2,For its high magnesium content and similarity to riebeckite.
675909de-2cc1-4b35-a425-2754047cf105,2,A magnesian variety of Lobanovite (Astrophyllite Supergroup)
4ccdbbca-357b-48bd-8147-92738865cf8c,2,"For its content of magnesium greater than copper, and relation to aubertite."
ec19ace1-5a90-4a79-940d-621189d4a038,2,For magnesium Beltrandoite with 2N3S structure
ec19ace1-5a90-4a79-940d-621189d4a038,18,the Mg end-member magnesiobeltrandoite-2N3S
c7939f3c-3fc6-4737-b801-5f0f91c492a1,2,The Mg analogue of bermanite.
b837e184-4969-42c9-be48-9b382e46f6e3,2,For magnesium in its composition and its relation to canutite.
785ebd00-0a35-47a7-bdf0-7d26dadb1826,2,As the magnesium analog of carpholite.
4c07f754-0682-40a7-a770-03e86e19b4fa,2,For magnesium in its composition and its relation to chloritoid.
def27e2f-252a-4124-8774-12b2d5c57d90,2,For its magnesium content and similarity to chlorophoenicite.
d4534d6e-33c1-4335-a011-d73f4d5d3aac,2,For a MAGNESIum-rich chromite.
6c7cf5e8-8598-44f6-af1a-62fd257619d8,2,For its magnesium content and relation to copiapite.
2a59a68d-98dd-49a8-b679-78f7eb192f3c,2,For its dominant MAGNESIum content and relation to coulsonite.
49ebf881-0952-401b-8fd0-5ffa8557c8c3,2,The magnesium dominant analogue of Dumortierite.
f5a0c150-5d87-46fd-a859-1fcbc1d609d2,2,"From the composition, with dominant MAGNESium and FERRic iron."
a3efd842-53e8-4ff2-945f-b764bab98535,2,The Mg analogue of fluckite.
c53df919-89e5-446e-bfd9-e1346123f606,2,The Mg analogue of hatertite.
dd173b17-9348-4fc3-b7b4-a210e6490231,18,Named as an Mg dominant mineral of the Högbomite group and the 2N2S polysome
12179bd7-747e-4a2d-9496-b3e88d21f805,18,Named as an Mg dominant mineral of the Högbomite group and the 2N3S polysome
f87a148e-d48f-40ad-b0e3-00ae54cc4480,18,Identifies a member in the högbomite series with a structure based on spinel (S) and nolanite (N) modules and with Mg 2+
248199d4-91eb-4b9b-8211-c674a869e1dd,18,Named as an Mg dominant mineral of the Högbomite group and the 6N6S polysome
10acb9eb-2d02-42ab-8ebc-2db40d3fff82,2,As the magnesium analog of hulsite.
34cac004-9d5f-4a09-9a0c-3e1cfaad1a38,2,As the magnesium-analogue of koritnigite.
bfa3c6d3-4b26-4d78-91bc-b91a005eadd5,2,Named as the Mg analogue of leydetite
1f8e48e9-fda2-4a6f-8f84-19daa842303f,2,Mg-bearing variety of margarite.
0132b650-e3a1-4cf7-8c18-19792709ebd8,2,As the magnesium analog of neptunite.
58ae9dca-2b4d-4d7c-b97a-4a4e7cff277a,18,Named as an Mg dominant mineral of the Nigerite group and the 2N1S polysome
29536bc8-2587-4f3b-9817-0de4474e0e8d,18,Named as an Mg dominant mineral of the Nigerite group and the 6N6S polysome
735861d8-b15c-4f72-be5d-c9b142420a7a,2,As the magnesium analog of Pascoite.
661c0abf-f873-4d1d-ad37-062e92eb12b1,2,As the magnesium analog of rowlandite-(Y).
2100b0c5-3996-4573-99ff-6ac1882fb4bc,2,Signifies an amphibole in the compositional range of sadanagaite with Mg dominant in the C structural site.
6abd227b-d215-4ad1-9243-72a639cb9e69,2,"Named in allusion to its composition, with its chemical composition with dominant magnesium, and its relationship to Staurolite."
36eeed6c-f027-4173-b452-784ec4713304,2,As the magnesium member of taaffeite group.
36eeed6c-f027-4173-b452-784ec4713304,18,The stacking of the spinel-type (Mg2Al4O8) and nolanite-type (BeMgAl4O8) modules
d550547f-9fb1-49da-8731-8f77ade689a1,2,As the magnesium member of taaffeite group.
d550547f-9fb1-49da-8731-8f77ade689a1,18,"Magnesiotaaffeite-2N’2S2 differs from the known magnesiotaaffeite-2N’2S by the module stacking sequence. Consequently, it has a different space-group symmetry."
e3762707-4283-4960-8010-591ada4614ea,2,As the magnesium member of taaffeite group.
e3762707-4283-4960-8010-591ada4614ea,18,The stacking of the spinel-type (Mg2Al4O8) and nolanite-type (BeMgAl4O8) modules
39ccce09-ea87-4821-b3ae-f79eebb02af0,2,For magnesium in its composition and similarity to taramite.
21bf2cb2-591b-46cb-967b-1fb0ede3ce2f,2,"The Mg analogue of vesuvianite and cyprine (of Panikorovskii et al), also the Mg-(OH) analogue of manganvesuvianite."
e01869bb-db62-4fbc-b87d-cc45ed0b3d29,2,As an analog of voltaite and zincovoltaite with Mg dominant at the M1 structural position.
2cb84f82-d4e0-47a1-8c94-e66e609498ef,2,A variety of Wüstite
