mineral_id,language_id,meaning,stem_1,stem_2,stem_3
56255664-96d9-46b3-85ef-ae5e2a43caaf,475,"The name espadaite (/es ˈpa da aɪt/) is from the Spanish word espada, meaning sword, in allusion to the shape of the crystals.","""Espada""=Spanish, sword",,
39e93a96-c6dd-4830-96f8-26c470d96d8b,191,"For opportunity, because it was discovered shortly after discovery of the element selenium","""Efkairía""=Greek, Ancient (to 1453), opportunity",,
a74d3227-c069-4801-a773-ab621bbd5726,191,"For pale green, in allusion to the typical colour","""Efchloros""=Greek, Ancient (to 1453), pale green",,
c5cafc69-3de0-4d59-83aa-174fd7b965d9,191,For beautiful colour,"""Efchroia""=Greek, Ancient (to 1453), beautiful color",,
91ec36da-e610-4b4c-b2de-ca2f1f309647,191,For easily and fracture regarding its perfect cleavage,"""Eu""=Greek, Ancient (to 1453), well","""Klasis""=Greek, Ancient (to 1453), breaking",
715b18e0-3960-4d42-8a90-74d01dabf8ca,191,"The name is dervived from the greek for ""easily satisfied"", because the mineral was more satisfied with more Fe instead of Zr, as opposed to wöhlerite","""eucolite""=Greek, Ancient (to 1453), easily satisfied",,
3943cf48-a54c-4264-871a-83f91d88f5c1,191,"For well and concealed, in reference to its occurrence as intimate intergrowths with albite","""Eu""=Greek, Ancient (to 1453), well","""Apókrypsi""=Greek, Ancient (to 1453), concealed",
d79fd3d5-9f98-4e57-83c7-0bc8860dae59,191,"For easily and dissolved, in allusion to its ready dissolution in acids","""Eu""=Greek, Ancient (to 1453), well","""Dialytos""=Greek, Ancient (to 1453), decomposable",
c68a5e62-e0ba-47a1-b4ce-a21d9e4d86e3,191,"For well and twinned, in allusion to its common occurrence in twins","""Eu""=Greek, Ancient (to 1453), well","""Dídymos""=Greek, Ancient (to 1453), twins",
a79e8c2b-037b-4d1e-8fbd-4f73d654cd79,191,"For good and dissolved, in reference to its low point of fusion","""Eulitos ""=Greek, Ancient (to 1453), easily liquefiable",,
d8b09758-a681-4b29-8d0c-4c0e7afb2c9d,191,"eu- + Greek pyr fire + chroia, chroa color + English -ite; akin to Greek chrōs skin, color","""eu""=Greek, Ancient (to 1453), fire","""chroia""=Greek, Ancient (to 1453), color","""lite""=Greek, Ancient (to 1453), rock"
42aca1d9-40f9-44e2-b58f-d5dc30869927,191,"From the Greek εΰζευος, friendly to strangers, hospitale, in allusion to the many rare elements that it contains.","""εΰζευος""=Greek, Ancient (to 1453), hospitale",,
8015949a-a60e-4941-9e90-e992c25a7dc4,191,"For hospitable, in allusion to the wide variety of rare elements in its composition","""Euxenos""=Greek, Ancient (to 1453), hospitable",,
501e80a2-56f3-4b54-95a9-d7ebc1838c71,351,"For blood, in allusion to the colour","""Eztli""=Nahuatl languages, blood",,
00dc4d60-3f4a-4c4f-a248-90bf93ca6b6a,182,"From ""Faden"", German for ""thread"". Pronounced ""fah-den"".","""Faden""=German, thread",,
852b0bfd-28b6-4893-8ba7-f51a3cddade8,182,The name derives from German fahl = ash-colored and erz = ore in allusion to its grayish black color,"""fahl""=German, ash-colored","""erz""=German, ore",
3b79608f-84eb-43ad-a118-033476174145,182,"It comes from the German word for pale, fahl. This refers to the characteristic pale grey to dark black colour.","""fahl""=German, pale",,
172a0da1-4d93-4f5b-96f7-f56874bc0b26,191,"From Ancient Greek πλίνθος (plínthos)), from *(s)plei- (“to split”)","""πλίνθος""=Greek, Ancient (to 1453), to split",,
e4b9ab24-e109-43dc-bc7d-439f0fe6d9d9,288,"From the fluate alumine, for its fluorine and aluminum content, phosphorus having been overlooked in early analyses","""Fluate""=Latin, fluorine",,
160013c1-787e-45c3-9669-027f83354a3d,288,"From the flow, in allusion to its low melting point","""Fluere""=Latin, flow",,
22b68517-f265-4f88-a77e-d99e89a62a12,191,"From the locality Franklin, New Jersey, USA, and the Greek ""phil"" for ""love,"" in honor of all devotees or lovers of Franklin mineralogy.","""Phil""=Greek, Ancient (to 1453), love",,
41382086-bc69-4812-baee-d7cff8cc67a6,167,From Canadian French frasil ‘snow floating in the water’,"""frasil""=French, snow floating in the water",,
5c8f5e2f-815c-48f5-9307-695c46cb527a,152,"Old English forst, frost ""frost, a freezing, frozen precipitation, extreme cold",,,
7f09dea7-9596-4396-96f1-000d7942e200,288,"From the Latin fulgur, meaning ""lightning""","""fulgur""=Latin, lightning",,
55001c61-4198-443c-9757-469eb7150457,191,"From Greek galaktitēs stone that makes water milky, from galakt-, gala milk","""galakt""=Greek, Ancient (to 1453), milk",,
ac37053a-91c8-427c-b765-686bcbee018c,288,"A word galena, given to lead ore or the dross from melted lead.","""Galene""=Greek, Ancient (to 1453), lead ore",,
c0c38e47-c0fa-4e7b-a4f1-82124073721d,167,"Literally means ""knitted galena"".","""Galène""=French, galena","""tricotée""=French, knitted",
cdae8856-0387-4e77-bb14-9e77db1516d5,191,"For luster, in allusion to its appearance","""Ganoma""=Greek, Ancient (to 1453), tinker or glaze",,
e5006677-e7e0-4137-9376-128d88113b92,191,"For luster and leaf, for the high luster on cleavages","""Ganoma""=Greek, Ancient (to 1453), tinker or glaze","""Phyllos""=Greek, Ancient (to 1453), leaf",
9ee94472-5718-4432-812c-702f3fd986dd,191,"In allusion to the earthy appearance of the mineral, and arksutite (= chiolite), originally thought to be a mineral that gearksutite closely resembled in composition.","""Ge""=Greek, Ancient (to 1453), earth",,
cc2cbfc4-0f24-4126-a091-9a37333586bb,288,"From the gemini, for twins, as the mineral is extensively twinned.","""Gemini""=Latin, twins",,
6388f52b-702f-4fb1-addb-3a02be3ee596,235,Japanese name for pseudomorphs of calcite after ikaite,,,
a521d649-edbe-4b4d-b014-99aabd2f2603,191,"For Earth and Saturn, the alchemistic name for lead","""Ge""=Greek, Ancient (to 1453), earth","""Chronos""=Greek, Ancient (to 1453), lead",
cebbd78c-7949-426d-a928-f2ee3ab6fc8f,182,"Literally means ""knitted galena"".","""Gestrickter""=German, knitted","""Bleiglanz""=German, galena",
d984ded7-8189-408a-b5de-fa4ed627cd00,167,"Late 16th century (in the sense ‘sunflower’): from French, or from Italian girasole, from girare ‘to turn’ + sole ‘sun’ (because the sunflower turns to follow the path of the sun).","""girare""=French, to turn","""sole""=French, sun",
4919b836-80d0-4dd2-a339-6b9508831f72,288,"The word glacier is a loanword from French and goes back, via Franco-Provençal, to the Vulgar Latin glaciārium, derived from the Late Latin glacia, and ultimately Latin glaciēs, meaning ""ice""","""glaciēs""=Latin, ice",,
cfe4d745-be33-4c2c-a36d-ec4ad3a059c9,288,"From the ""gladius"" - sword. The crystal morphology resembles a double-edged sword","""Gladius""=Latin, sword",,
587cb3c2-ba2c-490a-a1af-c985abad2ded,85,"From the Celtic word ""glas"" (""bluish-green"")","""glas""=Celtic languages, bluish-green",,
00b7b34b-cef7-4257-b7ac-48ad83d0331d,191,For bluish green and waxlike.,"""Glaukos""=Greek, Ancient (to 1453), sky-blue","""Ceruleus""=Greek, Ancient (to 1453), wax-like",
e807fb4b-a385-40eb-9e9a-892b4aba7dae,191,"For blue green and colour, in allusion to its colour.","""Glaukos""=Greek, Ancient (to 1453), sky-blue","""Chrósis""=Greek, Ancient (to 1453), colour",
2509b57d-c722-4b67-b9ac-65839f17c16d,191,"For blue, in reference to its use in the dark blue glass called smalt.","""Glaukos""=Greek, Ancient (to 1453), sky-blue","""Dido""=Greek, Ancient (to 1453), to give",
b2380f2c-cd21-462e-b134-2adc6a0fb54c,150,"From ""glauconie"" meaning ""green sand""","""Glauconie""=English, green sand",,
12e1f42d-e03d-4b23-9b33-b816b42d9c8a,191,For bluish green and to appear.,"""Glaukos""=Greek, Ancient (to 1453), sky-blue","""Phainestai""=Greek, Ancient (to 1453), to appear",
e877d203-2dc3-434c-9638-023fcae68d6d,191,For bluish green and similarity to pyrite,"""Glaukos""=Greek, Ancient (to 1453), sky-blue",,
8c13aa06-64a8-40a1-aee4-37ce1bd09f2e,191,"For bluish green and spherical, the typical colour and habit.","""Glaukos""=Greek, Ancient (to 1453), sky-blue","""Sphaira""=Greek, Ancient (to 1453), sphere",
748e92a7-b9dc-4793-82f7-1cf6fd678a80,152,"late 14c. variant of Middle English glasen ""to fit with glass,"" also ""to make shine,"" from glas (see glass (n. )). The form probably influenced or reinforced by glazier","""glasen""=Middle English, to fit with glass",,
5248715c-dea2-4068-96d9-f1d0b5300d46,288,"German glessit, from Latin glaesum, glesum, glessum amber + German -it -ite","""glesum""=Latin, amber",,
5e811629-6fd8-417f-8209-21eeac34b36f,288,"After glucinium for beryllium, for its presence in the mineral.","""Glucinium""=Latin, beryllium",,
3e80b612-44d2-4ebe-b363-bcc7083411bf,152,"Anglo-Saxon ""gold"" = yellow.","""Gold""=English, Old (ca.450–1100), yellow",,
98e0c137-8c58-4e15-bd9e-9b9b853f6d2d,191,In allusion to its use as a crayon.,"""Graphein""=Greek, Ancient (to 1453), to write",,
6e2b8461-9b9e-4c42-ac07-cf82359b872e,191,"For enigma, as the chemical composition was originally puzzling.","""Griphos""=Greek, Ancient (to 1453), enigma",,
d6b2609f-83da-4fa6-956b-a8707c072c4b,182,"Literally ""green blende"".","""Grünblende""=German, green blende",,
2b1e7f28-5676-4b1d-87d0-f4688a86b274,475,"From the Spanish guanu, for dung, in allusion to its mode of formation in nature.","""Guanu""=Spanish, dung",,
af643b7f-65fa-47b2-a0df-c59a7becab70,182,In allusion to the gum-like or rubber-like (rubber = gummi in German) appearance of some early material.,"""gummi""=German, rubber",,
7eb66f8f-74d1-4e73-af12-ebd76ef18212,182,"From German ""Gwindel"", meaning ""gewunden"" = contorted, twisted, wound. Pronounced ""gvin-dell""","""Gwindel""=German, gcontorted",,
9b78b0c2-67c0-47c6-aaa8-e919b87d71e0,191,From the Greek for calcined gypsum used as plaster.,"""Gypsos""=Greek, Ancient (to 1453), plaster",,
406552d0-1d90-412e-aea9-71227e1ccda5,191,"From the Greek for round, in reference to its common habit.","""Guros""=Greek, Ancient (to 1453), circle",,
414ac2d7-5b11-48a8-bbca-86de6d08c235,191,From the Greek for salt.,"""Halos""=Greek, Ancient (to 1453), salt",,
170875c7-a18c-4810-988a-af45c66bccec,288,"From the Latin, halotrichum, derived from the Old German, Haarsalz, for hair salts, in allusion to its common hairlike habit.","""Halotrichum""=Latin, hair salts",,
a98f851f-cd87-4ce1-961e-ffcd471f8a26,191,"From the Greek harmos, for a joint, and tome, for a cutting, as the twinned crystals may be divided.","""Harmos""=Greek, Ancient (to 1453), joint","""Tome""=Greek, Ancient (to 1453), cutting",
b16d048d-b68f-4fb7-8956-aa58b8e555d5,182,From German 'hart salz' meaning hard salt,"""hart""=German, hard","""salz""=German, salt",
15ed7d06-12db-4262-92df-6789628de237,191,"For beautifully bright, in allusion to the typical luster of specimens.","""Hedy""=Greek, Ancient (to 1453), beautifully bright","""Faínesthai""=Greek, Ancient (to 1453), to appear",
c68e85a3-3f38-43b6-8b3c-e4f21726d8ac,191,"From the Greek words helios and doron, meaning, gift from the sun","""helios""=Greek, Ancient (to 1453), gift","""doron""=Greek, Ancient (to 1453), sun",
ec1483b0-5b72-477b-b690-965a12749aa2,191,"For sun and leaf, in allusion to its colour and habit.","""Helios""=Greek, Ancient (to 1453), sun","""Phyllos""=Greek, Ancient (to 1453), leaf",
293df02e-8191-4020-8169-ff2331d95321,191,"From Greek ἥλιος, hḗlios “Sun”, τρέπειν, trépein “to turn”","""ἥλιος""=Greek, Ancient (to 1453), Sun","""τρέπειν""=Greek, Ancient (to 1453), to turn",
2dbfa772-3d65-4a80-8b8c-a34c8f86cb16,288,"For sun, in allusion to its yellow colour.","""Helvus""=Latin, yellow",,
fa4644eb-b5a3-478c-8d5f-b08bc1704245,191,"From the Greek for ""blood-red"" plus ""fiber,"" in allusion to its colour and structure.","""αίμα""=Greek, Ancient (to 1453), blood-red","""ίνα""=Greek, Ancient (to 1453), fiber",
2c02f112-73e8-4683-bdd6-0fbb0887f850,191,"For blood, in allusion to its colour","""Haimatites""=Greek, Ancient (to 1453), bloodlike",,
c5e903c3-ecc5-4bc4-8f20-64e4d710758d,191,"From the Greek αίμα for ""blood"" and κουία = powder","""αίμα""=Greek, Ancient (to 1453), blood-red","""κουία""=Greek, Ancient (to 1453), powder",
ef931a3b-7c78-48f2-9671-15fbc4dbb460,191,"For blood, in allusion to the colour.","""Haima""=Greek, Ancient (to 1453), blood","""Lithos""=Greek, Ancient (to 1453), stone",
d85233ac-8104-44c7-850e-ca7638bb06d1,191,"For blood and visible, presumably for the blood-red colour exhibited in transmitted light.","""Haima""=Greek, Ancient (to 1453), blood","""Phanes""=Greek, Ancient (to 1453), visible",
1b72ccfa-befc-4ce8-b22d-d655f0d78b79,191,"from Greek 'hēmi' from 'ἡμι' (hemi), 'half' and 'hedron' from 'ἕδρα', 'base', alluding to its hemihedral symmetry","""Hemi""=Greek, Ancient (to 1453), half","""Hedron""=Greek, Ancient (to 1453), base",
a2777b55-2f04-4144-88bb-819e5532ffcd,191,"from Greek 'hēmi' from 'ἡμι' (hemi), 'half' and μορφή ""form"" in allusion to a proposed dimorph.","""Hemi""=Greek, Ancient (to 1453), half","""Morpho""=Greek, Ancient (to 1453), form",
6bb6ef27-b2d1-47c3-81c6-90cee7990c38,191,"From Ancient Greek ἕνδεκα (héndeka, “eleven”).","""Hendeka""=Greek, Ancient (to 1453), eleven",,
d0e20211-4406-4708-9db8-8f0f4a533628,475,"The name, which means horseshoe in Spanish","""Herradura""=Spanish, horseshoe",,
e68e8a93-8205-43f6-be1e-3995105b7092,191,"From the Greek ""hesson,"" for ""inferior,"" in allusion to its lower hardness and density than most other garnet varieties.","""hesson""=Greek, Ancient (to 1453), inferior",,
4e4eeebb-87b8-40cd-9589-992b2b7ff959,191,"For companion, for its occasional association with chalcophanite.","""Hetaeros""=Greek, Ancient (to 1453), companion",,
c05a2c68-239a-4d6b-95b0-e5a9f13e988f,191,"For of another kind, as differing in composition from similar minerals.","""Heteros""=Greek, Ancient (to 1453), another",,
60836154-2336-43af-8f99-87640014b375,191,"For different and form, in allusion to the difference between this mineral and a proposed dimorphous species.","""Heteros""=Greek, Ancient (to 1453), another","""Morpho""=Greek, Ancient (to 1453), form",
6f01c415-7c06-4833-865f-acfe6c3c2d16,191,From the Greek for another and leaf in allusion to its habit,"""Heteros""=Greek, Ancient (to 1453), another","""Phyllos""=Greek, Ancient (to 1453), leaf",
3e8e38b8-9886-4b90-a5a7-933a4e456553,191,"For another, probably because it was the second manganese-bearing species described from the type locality.","""Heteros""=Greek, Ancient (to 1453), another",,
23d4df8e-76dd-49f4-8c50-bbf4f029d10a,191,"With the Greek prefix, hexa, in recognition of six molecules of water (HYDR-) in its formula","""Hexa""=Greek, Ancient (to 1453), six",,
e945d7c8-5d4e-4afd-9a32-62782fa33d6c,191,"From the Greek Hiera, an ancient name for Vulcano.","""Hiera""=Greek, Ancient (to 1453), Vulcano",,
f8b15a7b-76d3-4692-a347-2b6809307af4,191,"From the Greek for to occur together, in allusion to its association with meliphanite and \erdmannite (allanite). References: (1) Dana","""Homos""=Greek, Ancient (to 1453), same","""Lithos""=Greek, Ancient (to 1453), stone",
a2dcb565-9331-4cd7-9603-5e739de50366,182,"from an old German term for dark minerals with no ore value and from ""blende"", meaning to deceive","""horn""=German, dark minerals with no ore value","""blende""=German, to deceive",
3ba4036f-bff8-4bab-9396-908a7f728a74,191,"A flowering plant, from Greek hyakinthos","""hyakinthos""=Greek, Ancient (to 1453), flowering plant",,
85bf5e09-a215-4451-add5-bdc13a4b326a,191,Named from ύαλος ('glass') from its appearance,"""ύαλος""=Greek, Ancient (to 1453), glass",,
846b2654-70f6-4aa8-aaaf-dd6d6f436c7b,191,"For glass and to appear, in reference to its transparency in crystals.","""Hyalos""=Greek, Ancient (to 1453), glass","""Phanos""=Greek, Ancient (to 1453), to appear",
3b5510c7-674d-41f4-8369-6d4b37f731da,191,"For glass and to melt, in allusion to its easy fusibility.","""Hyalos""=Greek, Ancient (to 1453), glass","""Teko""=Greek, Ancient (to 1453), to melt",
fc7eb018-81f4-4e8f-b7a6-0ffb4c0bec9d,191,"From the Greek φαίνεσθαι (phainestai) ""to appear""","""φαίνεσθαι""=Greek, Ancient (to 1453), to appear",,
f15513f4-beb4-47d4-b61f-d59f28a763ab,191,"For water and friend, in allusion to the mineral's hygroscopic property.","""Hydros""=Greek, Ancient (to 1453), water","""Philos""=Greek, Ancient (to 1453), friend",
30c94adb-4d0e-4776-8fdc-e731cc2fe897,191,"From in the Greek hyper - ""above"" and stenos - ""power.""","""hyper""=Greek, Ancient (to 1453), above","""stenos""=Greek, Ancient (to 1453), power",
0b116b64-1827-40b4-801c-e9552c68f580,191,"For violet, in allusion to its colour when fresh.","""Ianthinos""=Greek, Ancient (to 1453), violet",,
d42b2e83-9938-4c38-a05c-bdc36cf5541a,152,From Proto-Germanic *isa-.,"""Isa""=Proto-Germanic, frozen",,
d3b9a4d3-2b70-42f1-8d4d-f20c6bc5b95d,141,"The word iceberg is a partial loan translation from the Dutch word ijsberg, literally meaning ice mountain","""ice""=Dutch, ice","""berg""=Dutch, mountain",
82546012-f289-4860-9b8d-fb728da28330,151,Middle English: from ice + dialect ickle ‘icicle’ (from Old English gicel ),"""ickle""=English, Middle (1100–1500), ice",,
2b4685d5-2749-49db-aceb-9b2c233dc201,235,"For the name, Imogo, of the brownish yellow volcanic ash soil of Japan in which it occurs.","""Imogo""=Japanese, brownish yellow volcanic ash soil",,
3e67ea32-4f56-49bd-a477-24104137c499,191,"From the Greek for for flesh fibers, in allusion to its colour and structure.","""Ines""=Greek, Ancient (to 1453), flesh fibers",,
23aa6e5c-68aa-4076-b8d9-efc0a0a4988d,288,"From the Latin iris, rainbow, as the element's compounds are typically highly coloured.","""Iris""=Latin, rainbow",,
2f9da6c2-aab2-4fea-9293-22261e03571a,152,An Old English word for the metal; the chemical symbol from the Latin ferrum.,"""Iron""=English, Old (ca.450–1100), metal",,
3fc6a2f2-cfec-4a5b-bc96-bc17368b9b1f,141,"Probably by folk etymology from obsolete Dutch huizenblas, from Middle Dutch huusblase, from huus sturgeon + blase bladder","""huus""=Dutch, sturgeon","""blase""=Dutch, bladder",
e5461194-5bca-4d1e-a146-445a41a8329a,191,"From the Greek for ""equal fracture,"" in allusion to the cleavage.","""Iso""=Greek, Ancient (to 1453), equal","""Clase""=Greek, Ancient (to 1453), cleavage",
c7824ce4-1238-4c84-97a3-d9ec3884aa62,167,"From ""piedra de ijada"", ""stone of the flank"", as it was thought to cure kidney pains","""piedra""=Dutch, flank","""ijada""=Dutch, stone",
0a16244f-23ea-48d0-be21-7bb87dbbff7f,475,"From jade, a material commonly containing jadeite, in turn from the Spanish Piedra de yjada, or colic stone, for its supposedly curative powers for nephritic colic.","""Piedra de ijada""=Spanish, stone of the side",,
d1b81dc5-1dda-4cd0-ae85-6ba4a12f7253,407,"The word is related to Persian zargun (zircon;zar-gun, ""gold-like"" or ""as gold"").","""zar-gun""=Persian, gold-like",,
fe06728f-99e4-4f76-a720-860fc7010236,169,"The name means ""spotted or speckled stone"", and is derived via Old French jaspre (variant of Anglo-Norman jaspe) and Latin iaspidem (nom. iaspis) from Greek ἴασπις iaspis (feminine noun)","""jaspre""=French, Old (842–ca. 1400), speckled stone",,
e10fe5ef-a4b7-463a-9aa3-a1c7608bda3a,191,"From Classical Greek iaspis, jasper + -lite",,,
67ed89af-3f84-488b-b625-c68e4c4edbb9,191,"For recent, alluding to its recent origin.","""Kainos""=Greek, Ancient (to 1453), uncommon",,
50970204-abfa-4bba-929f-d190ed25f169,191,"For unusual, for its rarity and exotic composition.","""Kainos""=Greek, Ancient (to 1453), uncommon",,
0e2649c0-e80f-4c6f-9bca-d2d1a11934b7,191,"kainotropite is derived from the Greek word kainotrop, ""new found/unusual"", in allusion to unusual, earlier unknown for natural vanadates anionic composition","""Kainotrop""=Greek, Ancient (to 1453), new found/unusual",,
4f27dbe0-a3ab-44ef-af79-356d7408f27a,191,"From the Greek for potassium, kalium, and for friend, recognizing potassium's presence.","""Kalium""=Greek, Ancient (to 1453), potassium","""Philos""=Greek, Ancient (to 1453), friend",
a6a860c8-fcca-4fc2-bb01-555035ae1295,191,From the Greek for shaft or lath.,"""Kamask""=Greek, Ancient (to 1453), shaft or lath",,
5959ff75-d96d-4afa-800d-54ea5b43132c,98,"Derived from 'kang', the Chinese word for the element scandium.","""Kang""=Chinese, scandium",,
e7c768c0-7c2b-4fd6-a9b3-c9579fe10da0,191,"For a carrying down, in allusion to its volcanic origin.","""Kataphora""=Greek, Ancient (to 1453), carrying down",,
54e2db23-4013-401d-a9d1-46cdc5f280a3,191,"For mirror, for the perfectly reflecting cleavage surfaces.","""Katoptrou""=Greek, Ancient (to 1453), mirror",,
bb0f3988-f992-402f-94bf-817e6fe35cc4,191,"From the Greek ""kelyphos"" = nutshell","""kelyphos""=Greek, Ancient (to 1453), nutshell",,
d53cf35d-4b21-45ef-9cdb-eae42bd88d11,191,"From the ""kentri"" for ""thorn"" or ""spike"", in allusion to its habit.","""Kentri""=Greek, Ancient (to 1453), thorn or spike",,
4e5fbdac-dda5-4a04-b6c0-f475abd08b83,191,"From kermes (from the Persian ""qurmizq"", ""crimson""), a name (in the older chemistry) for red amorphous antimony trisulphide, often mixed with antimony trioxide.","""Kermes""=Greek, Ancient (to 1453), crimson",,
0e14d65d-2b0b-492e-85f7-d89c932c26aa,191,"From Ancient Greek κηρός (kērós, “wax”) + λίθος (líthos, “stone”).","""κηρός""=Greek, Ancient (to 1453), wax","""λίθος""=Greek, Ancient (to 1453), stone",
70dc22ec-5e39-4f5d-bacb-190d5c912011,16,"Derived from kittatinny, which in the language of the Algonquin Indians meant endless hills, in allusion to the topography of the Franklin area.","""Kittatinny""=Algonquian languages, endless hills",,
091163d0-f55a-474a-8558-6e41d87e89a7,191,Named for the Greek words for space and the colour green,"""Kosmisch""=Greek, Ancient (to 1453), cosmic","""Chlor""=Greek, Ancient (to 1453), green",
71ffb1d5-6afc-4858-9bac-828f27a8a747,191,"From the Greek κρειττωυ, stronger, in allusion to its higher specific gravity relative to some other spinels.","""κρειττωυ""=Greek, Ancient (to 1453), stronger",,
04348101-51d0-48eb-b41c-7cc44d4a88ec,182,"From the German ""Kupferblau"" for copper Blue","""Kupferblau""=German, copper Blue",,
6910d236-f172-4e9c-9739-0ce7c0cffa56,191,"from the word ""kyanos"", meaning ""blue,"" the common colour of the species. The French spelling, ""Cyanite"", was commonly used by mineralogists through much of the 19th and early 20th centuries.","""Kyanos""=Greek, Ancient (to 1453), blue",,
a9032581-c1b4-4c0f-88db-9537974ea493,191,"From the Greek for shining and leaf, for its lustrous cleavage.","""Lampros""=Greek, Ancient (to 1453), shining","""Phyllos""=Greek, Ancient (to 1453), leaf",
c806ea44-ef93-464f-9fb4-d26cb1e15580,288,"The earliest published use of the name lapis-lazuli appears to be from 1636 by Anselmus Boetus de Boodt in Gemmarum et Lapidum Historia. page 273. The name is said to be derived from the Latin 'Lapis' and the persian 'Lazhward', meaning Blue. The name should be pronounced 'Lap-is Laz-u-lee'","""Lapis""=Latin, blue","""Lazhward""=Persian, blue",
c806ea44-ef93-464f-9fb4-d26cb1e15580,407,"The earliest published use of the name lapis-lazuli appears to be from 1636 by Anselmus Boetus de Boodt in Gemmarum et Lapidum Historia. page 273. The name is said to be derived from the Latin 'Lapis' and the persian 'Lazhward', meaning Blue. The name should be pronounced 'Lap-is Laz-u-lee'","""Lapis""=Latin, blue","""Lazhward""=Persian, blue",
e59ce40b-846d-4e48-9baa-654c69e91947,21,"from the Arabic word meaning ""heaven,"" in allusion to its colour.","""Azul""=Arabic, sky","""Lithos""=Greek, Ancient (to 1453), stone",
65626c21-1790-4bbd-b28f-654889205f3e,407,"For its colour resemblance to azurite, named from the Persian lazhward, for blue.","""Lazhward""=Persian, blue",,
818a0cc5-b351-4f7c-b02f-f041ac14d071,152,An Old English word for the metal; the chemical symbol from the Latin plumbum.,"""Lead""=English, Old (ca.450–1100), metal",,
089700e5-f730-48d6-b177-b2691a586aae,475,"From Spanish ""lechosos"" - milky due to the milky-white background colour.","""lechosos""=Spanish, milky",,
82e9e525-4e10-45d8-9e47-af9c04bb8cc5,295,"From  Lithuanian ""ledo"" - ice and English frozen fire due to general appearence","""ledo""=Lithuanian, ice",,
38054da8-0359-49a7-a4c4-a977edacfef8,191,"From the Greek for scale and thread, for the occasionally feathery or scaly habit.","""Lepidos ""=Greek, Ancient (to 1453), scale","""Krokis""=Greek, Ancient (to 1453), fibre",
d75cd14e-35ac-4f92-a498-c7c91e1887b9,191,"from the Greek words lepidos for ""scale"" and lithos for ""stone"".","""Lepidos ""=Greek, Ancient (to 1453), scale","""Lithos""=Greek, Ancient (to 1453), stone",
1c2dde7e-1aed-4395-bfa8-7a253815d3f9,191,"From the Greek for scale and black,, in allusion to its colour and scaly habit.","""Lepidos ""=Greek, Ancient (to 1453), scale","""Melanos""=Greek, Ancient (to 1453), black",
193a833c-0975-4c27-bd9c-f76ede4ccdab,191,"From the leucos for white, in allusion to its colour.","""Leucos""=Greek, Ancient (to 1453), white",,
1daa427d-2628-411b-b1df-9263982edc57,191,From the 'leukos' (white),"""λευκός""=Greek, Ancient (to 1453), white",,
20a897b6-86f1-4084-a574-6424a1a0d837,191,"From the Greek λευκός for ""white"" and χαλκός for ""copper,"" in allusion to the colour and composition, containing copper.","""λευκός""=Greek, Ancient (to 1453), white","""χαλκός""=Greek, Ancient (to 1453), copper",
a399a06c-9050-49ea-8145-2c4031809ba0,191,"For white and to appear, its common colour.","""Leucos""=Greek, Ancient (to 1453), white","""Phanein""=Greek, Ancient (to 1453), to appear",
dc1293fa-b58d-4f8e-82cd-37eff22a38d3,191,For pale and purplish red in reference to its conspicuous colour.,"""Leucos""=Greek, Ancient (to 1453), white","""Phoinis""=Greek, Ancient (to 1453), red purple",
1b3cf071-2082-46f8-8483-22ae28e81870,191,For white and the phosphate in its composition.,"""Leucos""=Greek, Ancient (to 1453), white",,
789a5e02-74e0-4430-879c-e0f581121802,191,From the 'leukos' (white).,"""Leucos""=Greek, Ancient (to 1453), white",,
521ee449-d196-42cb-b39e-e26f94c7e24c,191,"For white and wedge, its colour and crystal habit.","""Leucos""=Greek, Ancient (to 1453), white","""Sphenos""=Greek, Ancient (to 1453), wedge",
41169ebd-c69c-48be-9e9a-74e19f15651f,191,"From the 'leukos' (white) and 'stauros' (cross) in allusion to the white or transparent, colourless cruciform twinned crystals.","""Leucos""=Greek, Ancient (to 1453), white","""Stauros""=Greek, Ancient (to 1453), cross",
c27e2148-64b2-4f12-95b0-63a689071f42,191,From the 'leukos' (white) and 'xenos' (roreigner),"""Leucos""=Greek, Ancient (to 1453), white","""Ξένος""=Greek, Ancient (to 1453), Foreigner",
e6fd4ebb-8288-4864-acf9-88e70dc49b1c,288,"From the Latin ""lignum"" meaning wood","""lignum""=Latin, wood",,
0fdb989a-4be2-4b32-b3ad-76d96e7e175e,152,From the quicklime.,"""Quicklime""=English, Old (ca.450–1100), CaO",,
9ab351a1-e271-490c-9530-b8ea1bcca497,191,From the greek λειμωυ for meadow alluding to its common occurrences in bogs.,"""λειμωυ""=Greek, Ancient (to 1453), meadow",,
46bf7d02-4266-47d1-a0ff-631d0325d10f,191,"For pale and powder, for its pale blue to green streak.","""Liros""=Greek, Ancient (to 1453), pale","""Konia""=Greek, Ancient (to 1453), powder",
0c3df148-15d3-4cc4-8e0f-5271505a23ab,191,From the word given by Dioscorides to the lead oxide obtained in parting lead from silver by fire metallurgy; a name long applied to the synthetic product.,"""Lithos""=Greek, Ancient (to 1453), stone","""Argyros""=Greek, Ancient (to 1453), silver",
