mineral_id,person,born,died,role,gender,nationality
de92b043-5f70-4839-8c1f-4b5652da92a0,Dr Eduard Lopatka,,,Austrian mineral collector,M,11
e9d6f32f-dc3b-44ac-a119-c9f8cae193e4,Dr. Emiliano López Saa,1871,1959,Chilean mining engineer and mineral collector long associated with the Chilean nitrate industry.,M,39
fb90232f-4529-4501-a4ff-04cb94fada2c,Eötvös Lorand,1848,1919,"Physicist of Budapest, Hungary.",M,79
f491a886-5bbe-4618-b818-7311514357ba,Apollonie Mikhailovich Loranski,1847,1917,"Inspector of the Mining Institute, St. Petersburg, Russia",M,147
38c37fc2-042e-4ecf-a15c-0e3c2cc930f2,Johannes Theodor Lorenzen,1855,1884,Mineralogist interested in Greenland minerals.,M,49
0227f309-35c9-4d28-8d70-cd99ef9d79ba,Samuel R. Losey,1830,1904,"Mineral collector of Franklin, New Jersey, USA.",M,4
bb17a07a-9588-4fc6-afc0-0b9cc5658241,Karl August Lossing,1841,1893,"Lossing was a geologist of the Prussian Geological Survey, a professor at the Berlin Mining Academy, and professor at the Prussian Geological Institute",M,68
7097b306-061d-4f05-99ce-f7bfdb36b5af,Julius Lothar Meyer,1830,1895,"Chemist and physician, Karlsruhe Polytechnic Institute and University of Tübingen, Germany, for his contributions to chemistry.",M,68
357ac3e2-a64a-4faa-9d18-ef0aa9e90286,George Davis Louderback,1874,1957,"geologist, University of California",M,4
3851af28-cdba-4add-baba-edfb1dfa76b3,Dr. Gerald Francis Loughlin,1880,1946,"Chief Geologist, U.S. Geological Survey.",M,4
ea7b699a-d613-4611-a5e5-eaa46447e2d5,Dr. Lourens Wals,,,"Mineral collector of Turnhout, Belgium.",M,20
b1f23d07-8e1e-432b-b9d9-1ccc9b00b679,Professor John Francis Lovering,1930,,"Geochemist, University of Melbourne, Melbourne, Australia, for his work on fission-track methods in geochemistry.",M,10
22be3c06-d1e8-425d-b297-086c396ba1b5,Alexander Löwe,1808,1895,"Austrian chemist, Chief Assayer at the Mint, Vienna, Austria.",M,11
1ba6727e-9efa-4b38-839e-f9da527634d6,Luan Shiwei,1928,2012,professor of geology in the Chengdu College of Science and Technology. A known Chinese pegmatitic petrologist.,M,40
240089e0-b308-4f4b-a34b-1b7fede99cd1,Luca Bindi,1971,,"Professor of Mineralogy and former Head of the Division of Mineralogy, Natural History Museum, University of Florence, Italy, for contributions to the study of the structural complexity in minerals (i.e., incommensurate structures, superstructures, twinned",M,88
857e7d81-b60f-49af-b137-64b177f571bc,Hans Lucas,,,"Australian geologist, CRA Exploration Pty. Ltd., who noted the mineral in concentrates.",M,10
6a55b06d-3083-402b-b648-6f33d5b689ba,Hans Lucas,,,"Australian geologist, CRA Exploration Pty. Ltd., who noted the mineral in concentrates.",M,10
2c8b9e1c-923b-402b-937f-a521ccf2f92b,Sergio Lucchesi,1958,2010,"professor of mineralogy, Sapienza University, Rome, Italy, for his contributions to the study of tourmaline and spinel crystal chemistry.",M,88
4312edb6-afe0-4610-81b0-55980ae80aa4,Raymond W. Ludden,,,"Chief Geologist for Western Exploration, Phelps Dodge Corporation.",M,4
07087cb7-394e-469c-b757-2f6309ecc258,Henry Ludlam,1824,1880,"English mineral collector, London, England.",M,27
8ab8895b-e387-4ce8-9240-f6fa409fbd51,Fredrick LUDlow Smith III,1939,2014,"American mineral dealers then resident in New Jersey, USA, who supplied the first specimens for study.",M,4
8ab8895b-e387-4ce8-9240-f6fa409fbd51,Charles LOCKe Key,1935,2014,"American mineral dealers then resident in New Jersey, USA, who supplied the first specimens for study.",M,4
b180a857-04c4-43cc-8a7d-adc22c028b43,Ernst Ludwig,1842,1915,"Austrian Professor of Chemistry, University of Vienna, Vienna, Austria, who analyzed the original material.",M,11
34847c6f-7a08-4ae4-af67-dbacf0f54c1f,Ronald D. Luethe,1944,,"geologist for Phelps Dodge Corporation, Douglas, Arizona, USA, who found the first material.",M,4
45c9a2d6-6c23-4047-8e11-07cf35312bcd,Professor Luke L.Y. Chang,1934,,"Professor at University of Maryland, College Park, Maryland, USA, for his studies of carbonate minerals.",M,4
9dec0aee-119b-4161-96f3-cdae8e89175e,Ludger Krahn,1957,,"mineral collector of Krefeld, Germany, who provided the initial specimen for study.",M,68
d670d66c-bb65-43b4-9a17-0dfc93f3eb2c,Mr. Yves Lulzac,,,geologist-engineer with BRGM (Bureau de Recherches Géologiques et Minieres). He discovered the mineral.,M,64
f2b989ee-0683-476b-a559-5a1393d10c76,Professor Luo Gufeng,1933,,He has passionately taught crystallography and mineralogy at Nanjing University of China for more than 50 years.,M,40
8d7f51c0-f556-4cc4-8560-954ac68de49e,Aaron J. Lussier,1980,,"Canadian mineralogist. He has authored or co-authored several articles that advance our understanding of actinide mineralogy and crystal chemistry, and was senior author of a comprehensive review of the structures of uranyl compounds: “A revised and expanded structure hierarchy of natural and synthetic hexavalent uranium compounds”",M,35
6efd9ab1-de16-4fa1-a566-ccbec4a58907,Sir Charles Lyell,1797,1875,Charles Lyell was an important geologist and author. He is well-known for the concept of Uniformitarianism.,M,27
c490971c-eabb-4ae9-94f8-8cb1c4a619d9,Dr. John Bartholomew Lyons,1916,1998,"Professor of Mineralogy, Dartmouth College, Hanover, New Hampshire, USA.",M,4
69ae57d5-4554-4f5e-9963-22c765153e3e,Gordon Andrew MacDonald,1911,1978,"American vulcanologist, University of Hawaii, Honolulu, Hawaii, USA.",M,4
7284fa0c-93b6-4faa-98cc-9b9618bd3f7c,Russell P. MacFall,1903,1983,American amateur mineralogist.,M,4
81aa8a22-3ef0-44de-accb-e30956312dc1,Felix Karl Ludwig Machatschki,1895,1970,"Professor of Mineralogy, University of Vienna, Vienna, Austria.",M,11
7afde6c1-b8ff-48f9-a692-0518e348ddeb,Chi Ma,,,"Director of the Geological and Planetary Sciences Division–Analytical Facility at the Caltech (California, USA), for him being recognized as a nano-scale mineralogical expert and discoverer of many new minerals.",M,4
74c10a4d-553f-42bc-99df-16deda513858,John William Mackay,1831,1902,"Irish-American Comstock Lode mining magnate, in honor of his endowment of the School of Mines, University of Nevada, Reno, Nevada, USA.",M,86
d3a90073-c247-419d-b7ae-e6db8a0d8ebe,William Maclure,1763,1840,"William Maclure acquired rapid wealth as an export textile merchant and retired at age 34 to pursue scientific studies, most especially geology and mineralogy.",M,27
f88d5730-3abb-4c91-b7e5-d9479426af0c,Dr. Harry Gordon Macpherson,1925,,"Keeper of Minerals, Royal Scottish Museum, Edinburgh, Scotland.",M,27
7d49168e-e8cd-438b-a374-c9c4759ac157,Louis Charles Henri Macquart,1745,1808,"For the French chemist, who brought to France the Russian crocoite specimens in which chromium was discovered.",M,64
2d73c7df-6cb3-479d-8d17-781703fd13eb,Stefano Magnanelli,1959,,"Chemist and mineral collector, for his contributions to the knowledge of the mineralogy of the Apuan Alps hydrothermal veins. He coauthored the type description of bottinoite and provided the first specimens of parasterryit and bianchiniite, as well as several samples from the Carrara marble quarries and other mining sites of the Apuan Alps, supporting the mineralogical studies of these occurrences",M,88
19b1d66a-6b69-488a-8d1b-ac63383d5648,Nils Harald Magnusson,1890,1976,"Formerly Director, Geological Survey of Sweden, for his contributions to knowledge of the L'angban mine.",M,172
4ea022e1-9a0c-41ab-8f80-49cd2ecfa9cc,Dr. Volker Mahnert,1943,,"Director, Natural History Museum, Geneva, Switzerland.",M,173
d31dec63-428e-44a3-ad86-b3fdc476633f,Ma Jinde,1939,1991,"Mineralogist at University of Geosciences, Wuhan, China.",M,40
8ba231c4-0992-42ea-b020-80ffb87bdf33,Alan Major,,,He assisted A.E. Ringwood in the high-pressure synthesis of garnet from pyroxene.,M,10
b4c8758e-e18d-410d-8f13-5121238c5dbb,Dr. Juraj Majzlan,,,"Institute of Geosciences, Friedrich-Schiller University, a specialist in the field of thermodynamics of secondary (mainly sulfate) minerals and supergene ore weathering.",M,68
99361998-3481-46f0-8fd9-74e2a1a73f51,Boris A. Makarochkin,1908,1988,Uralian mineralogist,M,147
e5fa97f9-9e7c-488f-8317-11be23160227,Eero Mäkinen,1886,1953,"geologist, and former President of the Outokumpu Company.",M,63
bfa027c9-9bad-4dd5-a2a5-31d2bd78041e,Emil Makovicky,1941,,"Mineralogist, University of Copenhagen, Copenhagen, Denmark.",M,161
77386b1b-7bc4-4079-a7ce-0b3e2bd38473,Mikhael Naidenovich Maleev,1940,,Mineralogist,M,29
8832e531-d785-4edc-babf-7ab7bf7ba7ad,Bertha K. Mahlmood,,,"Analytical Assistant, U.S. Geological Survey.",M,4
927a4294-f619-4fff-9519-5285cb5e8f70,Svetlana Vyacheslavovna Malinko,1927,,"Mineralogist at the Institute of Mineral Resources, Moscow, Russia. She specializes in minerals containing boron and has discovered several new ones.",F,147
e73a499b-4589-457b-ad48-3a922c9896a4,Professor Alessandro Malladra,1868,1945,"Vulcanologist, Director, Vesuvius Observatory, Italy.",M,88
50358320-e25f-4554-8463-42e1b569ebc4,François Ernest Mallard,1833,1894,"Crystallographer, National School of Mines, Paris, France.",M,64
e393e505-8801-4560-a3df-805401e5d848,I.I.Malyshev,1904,1973,"Discoverer of the Samotkansky titanium ore deposit in the Urals, and his son, Professor V.I. Malyshev (1927-2002).",M,147
b0a91685-6017-4828-aa52-b0ca93041453,Marzio Mamberti,1959,,"Mineral collector, for his contributions to Sardinian mineralogical science.",M,88
0814b910-3bb3-4da2-99d9-7f50a38a67fc,Ernesto Manasse,1875,1922,"Chemist and mineralogist, Professor of Mineralogy, University of Florence, Florence, Italy, for work on pyroaurite-related minerals.",M,88
dd22ef14-3bac-4b50-a091-9654a7e14464,Dr. Joseph Anthony Mandarino,1929,,"Mineralogist, Emeritus Curator of Mineralogy, Royal Ontario Museum, Toronto, Canada.",M,4
dcb72a69-e284-4fd2-93a6-5b840a3a1a36,Prof. Andrzej Manecki,1933,,"His work is connected with the AGH University of Science and Technology, a member (Polish representative) of the Cosmomineralogy Commision of the IMA (1974–1988), also the Polish representative in the IMA Comission on New Minerals and Mineral Names in 1988",M,143
cc78831e-c54e-4c2e-815c-426fd7806bcd,Prof. Roberta Oberti,,,For her contributions to the crystal chemistry of amphiboles.,F,88
9ff81a2a-9c4d-45dc-a28d-1cbe4b27b192,Luciano Ungaretti,1942,2001,"Professor of Mineralogy, University of Pavia, Italy. It was redefined in the 2012 amphibole nomenclature, and is now named mangano-mangani-ungarettiite.",M,88
977fe2d7-4eea-463a-a99c-db183e0354e8,Dr. Manjiro Watanabe,1891,1980,"Emeritus Professor of Mineralogy, Tohoku University, Sendai, Japan.",M,91
1a841362-ed4f-49cf-91a3-83c0efe448fc,Dr. George William Mannard,1932,1982,"formerly President of Kidd Creek Mines, Ltd., Toronto, Canada, for his interest in the mineral deposits of British Columbia.",M,35
89343bfa-65c4-4de4-9063-2088fa789c45,Dr. George Rogers Mansfield,1875,1947,"American geologist, U.S. Geological Survey.",M,4
e5ea570a-97b3-4cc2-89c3-df0b841e86a1,Dr. Joseph Mantienne,1929,,"French mineralogist, Bureau de Recherches Géologiques et Miniéres, Orléans, France.",M,64
134b309e-d501-4867-91d3-1e9a56739d05,Ho-Kwang (David) Mao (毛河光),1941,,"Geologist at the Geophysical Laboratory of the Carnegie Institution for Science. He is an expert in high pressures and temperatures, and has repeatedly achieved the highest laboratory pressures in the world. Among many honors, he was awarded the 2005 Roebling Medal.",M,40
ca3e9c99-f9c0-4750-9eb9-c32e39033092,Riccardo MAzzanti,1953,,Mineral collector,M,88
ca3e9c99-f9c0-4750-9eb9-c32e39033092,Luigi PIerotti,1953,,Mineral collector,M,88
ca3e9c99-f9c0-4750-9eb9-c32e39033092,Ugo QUIlici,1946,,Mineral collector,M,88
ca3e9c99-f9c0-4750-9eb9-c32e39033092,and Moreno ROmani,1949,,Mineral collector,M,88
44456a0e-6ae8-42c2-aa8e-51d8b129223d,Gianfranco Marchetti,,,"A renowned, local, amateur mineral collector, Gianfranco Marchetti, discovered the sample in 1985. Yet, researchers didn’t get the opportunity to analyze the sample until after Marchetti’s death in 2013.",M,88
64d98eae-34d2-4a2d-a34a-3949e5fa9dc6,Marco Baldi,1944,,mineral amateur for his contribution to the knowledge of the mineralogy of pyrite ± barite ± iron oxide deposits from the southern Apuan Alps.,M,88
9215a972-e55f-4fc5-8956-56c2849d93be,Maria Rosa vom Rath,1830,1888,"wife of Gerhard vom Rath, German mineralogist, who named the species.",F,68
1028842c-169b-42db-8a00-24295723e9ff,Anthony Nicola Mariano,1930,,for contributions to the study of alkaline rocks and carbonatites.,M,4
15891fd5-8540-40f7-94a5-36614176cd43,Dr. Luka Marić,1899,1979,"Professor of Mineralogy and Petrology, University of Zagreb, Croatia.",M,45
4d5b9236-68ac-4b8d-881d-6474986911a0,Jean Charles Galissard de Marignac,1817,1894,professor of chemistry and mineralogy at the Geneva Academy,M,173
b55fd955-623b-4c5a-aa9d-289cadc3dc01,Marina Vsevolodovna Kuznetsova,1948,2015,"Russian mineralogist, worked at IGEM RAS (Moscow).",F,147
396621f4-48cd-4816-ad3d-82415d898e30,Giorgio Marinelli,1922,1993,"professor in the Earth Science Department, University of Pisa, Italy.",M,88
bddbbce9-7812-4c9a-b2b9-fff96e7b9b56,Mark Goldberg Ascher,,,"a mineral collector and engineer in Tucson, Arizona, USA, who found the first specimen.",M,4
6ac3ba20-c415-4696-9712-4b787380fb21,Mr. Mark Cooper,,,"Canadian mineralogist, University of Manitoba.",M,35
777b1a8d-b3d7-4b93-a116-f364b14419ea,Professor Evgeniy Konstantinovich Markhinin,1926,,"Professor at Institute of Volcanology, Russian Academy of Sciences, Petropavlovsk-Kamchatskiy, Russia.",M,147
a92e2e72-4f8c-444e-82b9-265860b1b3bd,Prof. Dr. Gregor Markl,1971,,"mineralogist at the University of Tübingen, Germany, who found the type specimen of marklite, for his numerous studies and books on crustal petrology, geochemistry and specifically on the hydrothermal ore deposits of the Black Forest area (genesis, oxidative alteration, mineralogy and geochemistry).",M,68
eae7a00c-69d1-423b-91fe-05d29bdc4b76,Dr. John Edward Marr,1857,1933,"Professor of Geology, Cambridge University, Cambridge, England.",M,27
bc930909-7b4b-411d-a5d7-83ba1fcbdb36,Angelo Marrucci,1956,2003,"a very careful mineral collector, for his contributions to the mineralogy of Tuscany.",M,88
1479b6e0-a196-455d-a20e-ab9a288aa709,Marshall Sussman,,,USA mineral collector who specializes in South African and Namibian minerals.,M,4
0f0b54a1-6b22-4ac3-9b27-b4cc80f15714,Charles W. Marsh,,,"A person, who first noted the mineral at Broken Hill, Australia.",M,10
06c9ddea-85bf-4f31-82cb-04f338f36236,MARion STUart,1921,2000,benefactress of fossil and mineral collections in the USA.,M,4
eca7225c-c496-41f3-aa69-2fd9a6112748,Adolf Martens,1850,1914,Metallurgist,M,68
5e6f1f7d-21ed-4cdf-ad89-f645f3650ebd,Airne Marthoz,1894,1962,"former Director of the Union Miniere de Haut-Katanga, Congo.",M,20
4617839b-c5a3-489f-91ff-f8bbbd7d4cd7,Martin Andres,1965,,"He discovered the famous armenite locality of Wasenalp, the type locality of this mineral.",M,173
460dd251-4afd-4fa8-ac3f-c7bcd3521e95,Robert François Martin,1941,,"Professor of Geology at McGill University, Montreal, Canada and long-time editor of The Canadian Mineralogist.",M,35
11e30205-dca6-4254-b12f-644aed5d7aa8,Robert François Martin,1941,,"Professor of Geology at McGill University, Montreal, Canada and long-time editor of The Canadian Mineralogist.",M,35
553edbf7-55ef-4b23-9f43-698fdb06d25e,Joe Marty,1945,,"American medical technologist and mineral collector/micromounter, a member of the micromounters hall of fame, in recognition for his contributions to mineralogy.",M,4
cd56a47e-7195-4497-95f1-7c5d72dad758,Fumiyuki MARUMO,1931,,"professor of mineralogy and crystallography at Nihon University, Tokyo, Japan, a specialist of the structures of sulphosalts.",M,91
3b02da0a-d088-4df1-b63c-8cdafdfb94e7,Professor Shigenori Maruyama,1949,,"Earth-Life Science Institute, Tokyo Institute of Technology, Japan, for his work on regional tectonics.",M,91
a7d15b6e-0a95-4acd-9fed-b2652c4ba42f,Honoring Paolo Mascagni,1755,1815,"Professor of Anatomy, University of Siena, Siena, Italy, who provided the original description.",M,88
1184b9c3-83a8-4054-8ae6-4f029b7dc279,Mervyn Herbert Nevil Story-Maskelyne,1823,1911,Keeper of Mineralogy at the British Museum (1857-1880) and Professor of Mineralogy at Oxford University (1856-1895),M,27
0b191649-1442-4038-b35e-c61a57008c2d,Georgii Dmitrievich Maslov,1915,1968,"geologist, one of the discoverers of the Talnakh deposits.",M,147
5da82121-e7ef-48d6-b771-38424c942b37,Owen Mason,,,"A Providence, Rhode Island, collector who first brought the material to the attention of geologist Charles T. Jackson.",M,4
9acc8d64-dbcc-409e-87a9-2047aa1ddb0a,Dr. Kazunosuke Masutomi,,,Japanese amateur mineralogist.,M,91
66b4ee60-7e00-4c7c-86af-10440f6e2c07,Gustave Masuy,1905,1945,"Belgian geologist, who studied Congolese (Zairian) minerals.",M,20
1d058d19-50f0-413f-85e3-49d1af6d3f5b,Johannes Mathesius,1504,1565,"Lutheran priest and theologian. Mathesius lived and served in Jáchymov, first as a teacher at the Latin lyceum, then as a pastor. His publications on mining include 'Sarepta oder Bergpostil'.",M,68
927c76b8-06a4-49cd-9ba6-ada075568bad,Professor Frances Celia Morna Mathias,1913,,"Professor at University of Cape Town, Cape Town, South Africa, for her contributions to studies of mantle-derived rocks.",F,27
76056196-e8a7-4ab0-a4c5-f43f68fdb43a,Paulo Anselmo Matioli,1975,,,M,26
36094124-1e98-4e89-a640-d93df5844a25,Satoshi Matsubara,,,"specialist for strontium minerals in the National Science Museum, Tokyo, Japan",M,91
089e2e79-47cb-43ac-8e0c-3c04dcb86108,Vittorio Matteucci,1862,1909,"Director of the Vesuvius Laboratory, Vesuvius, Italy.",M,88
24b58cbf-83af-430e-b9e8-6d1375c5ae0b,Matthew Forster Heddle,1828,1897,Scottish mineralogist.,M,27
aecd3011-a27c-4fd2-beac-3c622535c0c1,Margaret Mary Matula,1925,,"A person, who supplied some of the first specimens.",F,4
373c66e5-de2e-4111-843c-e76f5ed0d2ba,K. K. Matveev,1875,1954,,M,147
0f30a94a-c2a5-4e63-8f2d-951675d5ce17,Ma Tingying Male,1899,1979,Chinese Professor and the first dean of the Department of Geological Sciences at National Taiwan University,M,40
2b1ea082-d904-4381-bcb0-cf11cc7db0dd,Wilhelm Maucher,1879,1930,"metallugical chemist and mineral dealer of Munich, Germany.",M,68
1c735c6e-a8e2-41f0-a0b7-52ac95accc67,H. B. Maufe,,,Director of the Southern Rhodesia Geological Survey,M,194
3895dac3-0037-41a8-84b9-dd0d73311fc9,Maurizio Dini of La Serena,1968,,Amateur mineralogist who has lived in Chile since 1998,M,88
e41e2337-32eb-4f0f-8373-69c646d1feff,R. Mauzelius,1864,1921,Mineral chemist,M,172
53586209-5092-4933-9702-1f5680ef95b4,Gani Arifkhanovich Mavlyanov,1910,1988,"Academician, for his contributions to the geology of Uzbekistan.",M,188
a665e8cc-79ef-4674-8837-d59321013fd5,Sir Maurice Alan Edgar Mawby,1904,1977,"Chairman of CRA, Ltd., for his contribution to the Australian mining industry and preservation of Broken Hill minerals.",M,10
f239fb7d-342b-491d-b7fd-fb987649e4b0,Sir Douglas Mawson,1882,1958,noted English-Australian geologist and Antarctic explorer.,M,10
062d842f-1aa6-4338-9563-3a0c97494a88,Charles Henry Maxwell,1923,,"geologist with the U.S. Geological Survey, who studied the Taylor Creek district.",M,4
10ba94ec-adfd-445e-a441-4302c753d06a,Prof. C. F. Maybery,,,He has first clearly pointed out the characteristics of the Trenton limestone oils by means of his researches upon the sulphur compounds contained in them.,M,4
98d67727-3441-489b-805b-0b55380b0847,Giuseppe Mazzetti,1942,2003,"curator in chief of the Mineralogy Section, Museum of Natural History, University of Florence, Italy.",M,88
ad8e9b6f-2dc8-40fd-bc1f-f28caa6362c6,Professor Fiorenzo Mazzi,1924,,"mineralogist, University of Pavia, Pavia, Italy.",M,88
5b29c678-e6b4-40fa-a616-2a9657a6dd3b,James Franklin McAllister,1911,2000,"geologist, U.S. Geological Survey, Menlo Park, California, USA, who collected the originally described material.",M,4
1fa4c781-0d0f-4b9d-9e7a-e9758aa4fd2a,Dr. David A. McAuslan,1943,,"Exploration Manager for Shell Canada Resources Ltd., developers of the East Kemptville tin mine, Canada.",M,35
d757b487-5006-4921-bba4-929ab37f9c23,Professor Alexander Robert McBirney,1924,,"Volcanologist, University of Oregon, Corvallis, Oregon, USA.",M,4
f0277ac0-81a2-429f-9d50-18fd587bb125,Dr. Richard Bradford McConnell,1903,1986,"formerly Director, British Guyana Geological Survey.",M,27
a1a3403c-6b4e-4d89-a5bc-45b501d3dcaa,"McCrillis family, principally Dean and his son, Phillip",1931,1989,"pegmatite miners from Oxford Co., Maine, USA.",M,4
aed5e496-3eb0-43dd-9cd9-ad1f7be26514,J.J. McGovern,1861,1915,"a mineral collector, and probably mineral dealer, who worked on the picking table for the New Jersey Zinc Company",M,4
17903ebd-db01-4f11-be59-ac04f215837f,Albert Leo McGuinness,1926,1990,"amateur mineral collector and dealer, San Mateo, California, USA, for his contributions to scientific mineralogy.",M,4
61bf1e36-0ede-4292-95b8-5005c95103e7,Vincent E. McKelvey,1916,1985,Director of the U.S. Geological Survey.,M,4
049ee944-e3c9-41d2-b0ac-43c9e3f51d49,Vincent Ellis McKelvey,1916,1985,"Director of the U.S. Geological Survey, Washington, D.C., USA, for his studies of the Phosphoria Formation of Wyoming and Idaho, USA.",M,4
e010827d-dbf8-46b7-82e6-1a231f13bf72,Hugh Exton McKinstry,1896,1961,"Professor of Geology at Harvard University, Cambridge, Massachusetts, USA.",M,4
4971cdc6-ca77-49ff-ab63-f3c2cda4c62d,Elizabeth McNear,,,"mineralogist and crystallographer, University of Geneva, Geneva, Switzerland.",F,173
71e22a7c-1b98-4354-950e-76df0979abe5,Dr. Francesco Meda,1926,1977,"an amateur mineralogist from Turin, Italy.",M,88
09f89aa7-0119-4c11-ad15-af3340bd3ea5,Olaf Medenbach,1949,,"mineralogist, Ruhr University, Bochum, Germany.",M,68
47430b29-020b-4136-83c7-efd60de44ca9,Alain Meerschaut,1945,,"former Research Director at the Centre national de la recherché scientifique (CNRS), chemist-crystallographer at the Institut des Matériaux Jean Rouxel, Nantes, France, for his contributions to the definition and crystal structural analysis of lead-antimony sulphosalts",M,64
2dede465-0ac5-45e7-9614-159e38701093,Helen Dick Megaw,1907,2002,"British crystallographer, for significant contributions to our understanding of the perovskites.",F,27
7ecc2ebc-5a12-4013-9314-b9aac2446c8c,Gene Meieran,,,"USA Chairman of the University of Arizona Mineral Museum, various other roles and well known collector in USA",M,4
e0367fa3-d6f7-4127-9200-612e149ab42d,Walter M. Meier,1926,2009,a pioneer in zeolite research.,M,35
f530b36b-aa0f-4826-a44b-e5356241eebd,Nicolas Meisser,1964,,"Swiss mineralogist and Curator of Mineralogy and Petrography, Cantonal Museum of Geology, Lausanne, Switzerland.",M,173
b4566458-21ac-4935-83f4-ee26a90f1434,Lise Meitner,1878,1968,Austrian-Swedish physicist who worked on radioactivity and nuclear physics.,F,11
8fda975e-3adb-4c88-a2a5-6945425fea67,Professor Heinrich Hermann Meixner,1908,1981,"Austrian mineralogist, University of Salzburg, Salzburg, Austria.",M,11
6ddb9437-1a71-40f5-919c-1c0d42fd3423,Geraldo Conrado Melcher,1924,2011,a pioneer in Jacupiranga carbonatite studies.,M,26
05b275b7-1df7-4eb5-9b2a-1d46041ca6f3,Professor Vyacheslav Gavrilovich Melkov,1911,1991,"Russian mineralogist specializing in uranium minerals, of the All-Union Research Institute of Mineral Resources, Moscow, Russia.",M,147
f12ec3df-02bf-41a1-add3-19890e93c497,Prof. Marcello Mellini,,,"Mineralogist in the Universities of Perugia, Pisa and Siena, for his development of meteorite studies in Italy",M,88
e35c506f-7e71-44f7-9508-2699bb2f6f26,Professor Joseph Me´lon,1898,1991,"Institute of Mineralogy, University of Lie`ge, Lie`ge, Belgium.",M,20
9ab4236b-77b5-41b9-b928-1b083252587c,Silvio Menchetti,1937,,"Professor of Mineralogy and Crystallography, University of Florence, Italy, in recognition of his contributions to the systematics of sulphosalt minerals.",M,88
6a230719-59b6-42bb-9cd2-48b7f4fdc508,Heriberto Mendoza Avila,1924,,"Phelps Dodge exploration geologist, who found the first specimen.",M,116
9b6930d9-2be1-40ec-a231-00f6006d3103,Professor Giuseppi Meneghini,1811,1889,"Professor of Pisa, Italy, who first observed the species.",M,88
48d1fadb-a1d1-4e98-8a23-f2ec06362250,Luiz Alberto Dias Menezes Filho,1950,2014,"Mineralogist, mining geologist, and mineral dealer, who first found the mineral in last part of the 1970s, and who contributed widely to the mineralogy of Brazil.",M,26
efb6616f-be8c-488a-afdd-4201b2114abd,Meng Xianmiň,1900,1969,"Geologist, who made significant contributions to our understanding of ore deposits in China.",M,40
f6d679d7-df44-4abf-b0db-0fc57f02e679,Meng Xianmiň,1900,1969,"Geologist, who made significant contributions to our understanding of ore deposits in China.",M,40
7fa87cb2-a541-44f3-ac1a-69d7b0dd0de0,Igor Aleksandrovich Meniaylov,1937,1993,"Volcanologist, Institute of Volcanology of Far East Branch of the Russian Academy of Sciences, Petropavlovsk-Kamchatskii, for his contributions to the geochemistry related to the Tolbachik Main Fracture Eruption. He died tragically while investigating a volcano in Columbia.",M,147
27a98d1e-2107-4331-a527-f67e0002bd62,Dr. Yurii Pavlovich Meňshikov,1934,,"Geological Institute, Kola Science Center, Russian Academy of Sciences, Apatity, Russia, for his extensive work on descriptions of new minerals.",M,147
090fe2bc-cb76-4db2-badf-08030d8748e1,Gregor Menzer,1897,1989,Crystallographer who solved the garnet structure first and for the dominant rare earth component.,M,68
894d17cb-1851-4b84-a36e-35a855362f81,Giuseppe Mercalli,1850,1914,"Director of the Vesuvius Observatory, Italy.",M,88
d64566cc-f9a5-435f-9c0d-1bc92c1c4565,Dr. Kurt Helmut Mereiter,1945,,"Professor of Mineralogy, Technical University of Vienna, Vienna, Austria, in recognition of his work on iron sulphates.",M,11
2425f46c-c332-43cb-beff-87449c4b18cb,Dr. Hans Merensky,1871,1952,He was instrumental in the discovery of the 'Reef' also named for him.,M,165
2e21d5c4-b563-4e12-85b4-8bc0557bfdce,Stefano Merlino,1938,,"Professor of Crystallography, University of Pisa, Pisa, Italy.",M,88
a7759b6f-f119-4cf4-b74b-a1bfff674522,Craig M. Merrihue,1933,1965,"Meteoriticist, of the Smithsonian Astrophysical Observatory, Cambridge, Massachusetts, USA.",M,4
f355ff9c-23f7-4526-ae31-06a041a0e5a7,George Perkins Merrill,1854,1929,"Curator of Geology, U.S. National Museum (Smithsonian Institution). Merrill earlier described the material.",M,4
31e9003a-3e78-4781-9fe8-6443d2d6018b,"John Beaver Mertie, Jr.",1888,1980,"Geologist, U.S. Geological Survey, who provided the original material, to distinguish its unique composition and crystallography from that of mertieite-II and isomertieite.",M,4
5aafad00-d2c8-4c0d-8dda-7c5350639a8b,Dr. Herbert Eugene Merwin,1878,1963,"Mineralogist and petrologist, Carnegie Institute, Washington, D.C., USA.",M,4
835d07f8-4204-4277-aab3-867d7d526561,Professor Franz Waldemar Kirchheimer,1911,1984,"Former Director of the Geological Survey of Baden-Württemberg, Germany, geologist, palaeontologist and mining historian, for his contribution on uranium deposits in Baden-Württemberg.",M,68
4b0d6e83-69b7-4a51-9d3b-4d6a1b7c1610,"Professor John Meurig Thomas (1932- ), crystal chemist, University of Cambridge, Cambridge, England.",1932,,"Crystal chemist, University of Cambridge, Cambridge, England.",M,27
e2a351f0-39b3-47e9-88a3-fd426a0dfad7,"Professor John Meurig Thomas (1932- ), crystal chemist, University of Cambridge, Cambridge, England.",1932,,"Crystal chemist, University of Cambridge, Cambridge, England.",M,27
b6415d36-606f-4e15-90ae-297eb5a745a2,Professor Wilhelm Meyerhoffer,1864,1906,"Chemist, who first synthesized the compound.",M,68
